"parents","n","labels","id"
"Romania",27," Family","Romania  -   Family"
"Romania",40," Fantasy","Romania  -   Fantasy"
"Romania",9," Game Show","Romania  -   Game Show"
"Romania",5," History","Romania  -   History"
"Romania",34," Horror","Romania  -   Horror"
"Romania",4," Music","Romania  -   Music"
"Romania",69," Mystery","Romania  -   Mystery"
"Romania",20," Reality TV","Romania  -   Reality TV"
"Romania",102," Romance","Romania  -   Romance"
"Romania",16," Sci Fi","Romania  -   Sci Fi"
"Romania",3," Short","Romania  -   Short"
"Romania",12," Sport","Romania  -   Sport"
"Romania",9," Talk Show","Romania  -   Talk Show"
"Romania",91," Thriller","Romania  -   Thriller"
"Romania",6," War","Romania  -   War"
"Russia",254," Action","Russia  -   Action"
"Russia",7," Adult","Russia  -   Adult"
"Russia",137," Adventure","Russia  -   Adventure"
"Russia",57," Animation","Russia  -   Animation"
"Russia",5," Biography","Russia  -   Biography"
"Russia",186," Comedy","Russia  -   Comedy"
"Russia",206," Crime","Russia  -   Crime"
"Russia",10," Documentary","Russia  -   Documentary"
"Russia",339," Drama","Russia  -   Drama"
"Russia",30," Family","Russia  -   Family"
"Russia",35," Fantasy","Russia  -   Fantasy"
"Russia",31," Horror","Russia  -   Horror"
"Russia",2," Music","Russia  -   Music"
"Russia",1," Musical","Russia  -   Musical"
"Russia",49," Mystery","Russia  -   Mystery"
"Russia",5," Reality TV","Russia  -   Reality TV"
"Russia",57," Romance","Russia  -   Romance"
"Russia",22," Sci Fi","Russia  -   Sci Fi"
"Russia",2," Short","Russia  -   Short"
"Russia",9," Sport","Russia  -   Sport"
"Russia",12," Talk Show","Russia  -   Talk Show"
"Russia",67," Thriller","Russia  -   Thriller"
"Russia",2," War","Russia  -   War"
"Réunion",220," Action","Réunion  -   Action"
"Réunion",3," Adult","Réunion  -   Adult"
"Réunion",137," Adventure","Réunion  -   Adventure"
"Réunion",59," Animation","Réunion  -   Animation"
"Réunion",6," Biography","Réunion  -   Biography"
"Réunion",171," Comedy","Réunion  -   Comedy"
"Réunion",121," Crime","Réunion  -   Crime"
"Réunion",11," Documentary","Réunion  -   Documentary"
"Réunion",326," Drama","Réunion  -   Drama"
"Réunion",26," Family","Réunion  -   Family"
"Réunion",52," Fantasy","Réunion  -   Fantasy"
"Réunion",4," Game Show","Réunion  -   Game Show"
"Réunion",47," Horror","Réunion  -   Horror"
"Réunion",36," Music","Réunion  -   Music"
"Réunion",42," Mystery","Réunion  -   Mystery"
"Réunion",10," Reality TV","Réunion  -   Reality TV"
"Réunion",74," Romance","Réunion  -   Romance"
"Réunion",31," Sci Fi","Réunion  -   Sci Fi"
"Réunion",2," Short","Réunion  -   Short"
"Réunion",9," Sport","Réunion  -   Sport"
"Réunion",7," Talk Show","Réunion  -   Talk Show"
"Réunion",69," Thriller","Réunion  -   Thriller"
"Réunion",1," War","Réunion  -   War"
"Saudi Arabia",230," Action","Saudi Arabia  -   Action"
"Saudi Arabia",6," Adult","Saudi Arabia  -   Adult"
"Saudi Arabia",94," Adventure","Saudi Arabia  -   Adventure"
"Saudi Arabia",42," Animation","Saudi Arabia  -   Animation"
"Saudi Arabia",9," Biography","Saudi Arabia  -   Biography"
"Saudi Arabia",148," Comedy","Saudi Arabia  -   Comedy"
"Saudi Arabia",159," Crime","Saudi Arabia  -   Crime"
"Saudi Arabia",6," Documentary","Saudi Arabia  -   Documentary"
"Saudi Arabia",338," Drama","Saudi Arabia  -   Drama"
"Saudi Arabia",23," Family","Saudi Arabia  -   Family"
"Saudi Arabia",30," Fantasy","Saudi Arabia  -   Fantasy"
"Saudi Arabia",4," Game Show","Saudi Arabia  -   Game Show"
"Saudi Arabia",2," History","Saudi Arabia  -   History"
"Saudi Arabia",48," Horror","Saudi Arabia  -   Horror"
"Saudi Arabia",2," Music","Saudi Arabia  -   Music"
"Saudi Arabia",1," Musical","Saudi Arabia  -   Musical"
"Saudi Arabia",53," Mystery","Saudi Arabia  -   Mystery"
"Saudi Arabia",10," Reality TV","Saudi Arabia  -   Reality TV"
"Saudi Arabia",73," Romance","Saudi Arabia  -   Romance"
"Saudi Arabia",25," Sci Fi","Saudi Arabia  -   Sci Fi"
"Saudi Arabia",4," Short","Saudi Arabia  -   Short"
"Saudi Arabia",6," Sport","Saudi Arabia  -   Sport"
"Saudi Arabia",11," Talk Show","Saudi Arabia  -   Talk Show"
"Saudi Arabia",94," Thriller","Saudi Arabia  -   Thriller"
"Saudi Arabia",6," War","Saudi Arabia  -   War"
"Saudi Arabia",1," Western","Saudi Arabia  -   Western"
"Serbia",206," Action","Serbia  -   Action"
"Serbia",7," Adult","Serbia  -   Adult"
"Serbia",114," Adventure","Serbia  -   Adventure"
"Serbia",37," Animation","Serbia  -   Animation"
"Serbia",6," Biography","Serbia  -   Biography"
"Serbia",188," Comedy","Serbia  -   Comedy"
"Serbia",147," Crime","Serbia  -   Crime"
"Serbia",13," Documentary","Serbia  -   Documentary"
"Serbia",315," Drama","Serbia  -   Drama"
"Serbia",25," Family","Serbia  -   Family"
"Serbia",28," Fantasy","Serbia  -   Fantasy"
"Serbia",7," Game Show","Serbia  -   Game Show"
"Serbia",2," History","Serbia  -   History"
"Serbia",29," Horror","Serbia  -   Horror"
"Serbia",6," Music","Serbia  -   Music"
"Serbia",45," Mystery","Serbia  -   Mystery"
"Serbia",20," Reality TV","Serbia  -   Reality TV"
"Serbia",95," Romance","Serbia  -   Romance"
"Serbia",19," Sci Fi","Serbia  -   Sci Fi"
"Serbia",1," Short","Serbia  -   Short"
"Serbia",11," Sport","Serbia  -   Sport"
"Serbia",12," Talk Show","Serbia  -   Talk Show"
"Serbia",83," Thriller","Serbia  -   Thriller"
"Serbia",5," War","Serbia  -   War"
"Singapore",225," Action","Singapore  -   Action"
"Singapore",3," Adult","Singapore  -   Adult"
"Singapore",100," Adventure","Singapore  -   Adventure"
"Singapore",29," Animation","Singapore  -   Animation"
"Singapore",8," Biography","Singapore  -   Biography"
"Singapore",149," Comedy","Singapore  -   Comedy"
"Singapore",120," Crime","Singapore  -   Crime"
"Singapore",15," Documentary","Singapore  -   Documentary"
"Singapore",333," Drama","Singapore  -   Drama"
"Singapore",13," Family","Singapore  -   Family"
"Singapore",31," Fantasy","Singapore  -   Fantasy"
"Singapore",6," Game Show","Singapore  -   Game Show"
"Singapore",5," History","Singapore  -   History"
"Singapore",35," Horror","Singapore  -   Horror"
"Singapore",4," Music","Singapore  -   Music"
"Singapore",72," Mystery","Singapore  -   Mystery"
"Singapore",2," News","Singapore  -   News"
"Singapore",22," Reality TV","Singapore  -   Reality TV"
"Singapore",103," Romance","Singapore  -   Romance"
"Singapore",54," Sci Fi","Singapore  -   Sci Fi"
"Singapore",2," Short","Singapore  -   Short"
"Singapore",10," Sport","Singapore  -   Sport"
"Singapore",6," Talk Show","Singapore  -   Talk Show"
"Singapore",83," Thriller","Singapore  -   Thriller"
"Singapore",3," War","Singapore  -   War"
"Slovakia",187," Action","Slovakia  -   Action"
"Slovakia",8," Adult","Slovakia  -   Adult"
"Slovakia",147," Adventure","Slovakia  -   Adventure"
"Slovakia",70," Animation","Slovakia  -   Animation"
"Slovakia",19," Biography","Slovakia  -   Biography"
"Slovakia",192," Comedy","Slovakia  -   Comedy"
"Slovakia",129," Crime","Slovakia  -   Crime"
"Slovakia",34," Documentary","Slovakia  -   Documentary"
"Slovakia",298," Drama","Slovakia  -   Drama"
"Slovakia",30," Family","Slovakia  -   Family"
"Slovakia",35," Fantasy","Slovakia  -   Fantasy"
"Slovakia",12," Game Show","Slovakia  -   Game Show"
"Slovakia",31," Horror","Slovakia  -   Horror"
"Slovakia",6," Music","Slovakia  -   Music"
"Slovakia",46," Mystery","Slovakia  -   Mystery"
"Slovakia",25," Reality TV","Slovakia  -   Reality TV"
"Slovakia",81," Romance","Slovakia  -   Romance"
"Slovakia",10," Sci Fi","Slovakia  -   Sci Fi"
"Slovakia",2," Short","Slovakia  -   Short"
"Slovakia",15," Sport","Slovakia  -   Sport"
"Slovakia",11," Talk Show","Slovakia  -   Talk Show"
"Slovakia",53," Thriller","Slovakia  -   Thriller"
"Slovakia",4," War","Slovakia  -   War"
"Slovenia",186," Action","Slovenia  -   Action"
"Slovenia",8," Adult","Slovenia  -   Adult"
"Slovenia",119," Adventure","Slovenia  -   Adventure"
"Slovenia",40," Animation","Slovenia  -   Animation"
"Slovenia",9," Biography","Slovenia  -   Biography"
"Slovenia",194," Comedy","Slovenia  -   Comedy"
"Slovenia",114," Crime","Slovenia  -   Crime"
"Slovenia",15," Documentary","Slovenia  -   Documentary"
"Slovenia",264," Drama","Slovenia  -   Drama"
"Slovenia",29," Family","Slovenia  -   Family"
"Slovenia",37," Fantasy","Slovenia  -   Fantasy"
"Slovenia",11," Game Show","Slovenia  -   Game Show"
"Slovenia",3," History","Slovenia  -   History"
"Slovenia",31," Horror","Slovenia  -   Horror"
"Slovenia",5," Music","Slovenia  -   Music"
"Slovenia",38," Mystery","Slovenia  -   Mystery"
"Slovenia",27," Reality TV","Slovenia  -   Reality TV"
"Slovenia",86," Romance","Slovenia  -   Romance"
"Slovenia",27," Sci Fi","Slovenia  -   Sci Fi"
"Slovenia",1," Short","Slovenia  -   Short"
"Slovenia",12," Sport","Slovenia  -   Sport"
"Slovenia",7," Talk Show","Slovenia  -   Talk Show"
"Slovenia",66," Thriller","Slovenia  -   Thriller"
"Slovenia",4," War","Slovenia  -   War"
"South Africa",187," Action","South Africa  -   Action"
"South Africa",5," Adult","South Africa  -   Adult"
"South Africa",106," Adventure","South Africa  -   Adventure"
"South Africa",45," Animation","South Africa  -   Animation"
"South Africa",14," Biography","South Africa  -   Biography"
"South Africa",198," Comedy","South Africa  -   Comedy"
"South Africa",103," Crime","South Africa  -   Crime"
"South Africa",17," Documentary","South Africa  -   Documentary"
"South Africa",313," Drama","South Africa  -   Drama"
"South Africa",20," Family","South Africa  -   Family"
"South Africa",30," Fantasy","South Africa  -   Fantasy"
"South Africa",11," Game Show","South Africa  -   Game Show"
"South Africa",3," History","South Africa  -   History"
"South Africa",29," Horror","South Africa  -   Horror"
"South Africa",3," Music","South Africa  -   Music"
"South Africa",60," Mystery","South Africa  -   Mystery"
"South Africa",1," News","South Africa  -   News"
"South Africa",30," Reality TV","South Africa  -   Reality TV"
"South Africa",106," Romance","South Africa  -   Romance"
"South Africa",48," Sci Fi","South Africa  -   Sci Fi"
"South Africa",3," Short","South Africa  -   Short"
"South Africa",13," Sport","South Africa  -   Sport"
"South Africa",14," Talk Show","South Africa  -   Talk Show"
"South Africa",69," Thriller","South Africa  -   Thriller"
"South Africa",3," War","South Africa  -   War"
"South Korea",183," Action","South Korea  -   Action"
"South Korea",6," Adult","South Korea  -   Adult"
"South Korea",66," Adventure","South Korea  -   Adventure"
"South Korea",21," Animation","South Korea  -   Animation"
"South Korea",2," Biography","South Korea  -   Biography"
"South Korea",177," Comedy","South Korea  -   Comedy"
"South Korea",82," Crime","South Korea  -   Crime"
"South Korea",2," Documentary","South Korea  -   Documentary"
"South Korea",334," Drama","South Korea  -   Drama"
"South Korea",10," Family","South Korea  -   Family"
"South Korea",39," Fantasy","South Korea  -   Fantasy"
"South Korea",6," History","South Korea  -   History"
"South Korea",32," Horror","South Korea  -   Horror"
"South Korea",7," Music","South Korea  -   Music"
"South Korea",43," Mystery","South Korea  -   Mystery"
"South Korea",21," Reality TV","South Korea  -   Reality TV"
"South Korea",132," Romance","South Korea  -   Romance"
"South Korea",31," Sci Fi","South Korea  -   Sci Fi"
"South Korea",2," Short","South Korea  -   Short"
"South Korea",7," Sport","South Korea  -   Sport"
"South Korea",3," Talk Show","South Korea  -   Talk Show"
"South Korea",83," Thriller","South Korea  -   Thriller"
"South Korea",5," War","South Korea  -   War"
"Spain",169," Action","Spain  -   Action"
"Spain",7," Adult","Spain  -   Adult"
"Spain",106," Adventure","Spain  -   Adventure"
"Spain",30," Animation","Spain  -   Animation"
"Spain",7," Biography","Spain  -   Biography"
"Spain",175," Comedy","Spain  -   Comedy"
"Spain",139," Crime","Spain  -   Crime"
"Spain",16," Documentary","Spain  -   Documentary"
"Spain",320," Drama","Spain  -   Drama"
"Spain",25," Family","Spain  -   Family"
"Spain",33," Fantasy","Spain  -   Fantasy"
"Spain",5," Game Show","Spain  -   Game Show"
"Spain",5," History","Spain  -   History"
"Spain",38," Horror","Spain  -   Horror"
"Spain",21," Music","Spain  -   Music"
"Spain",50," Mystery","Spain  -   Mystery"
"Spain",13," Reality TV","Spain  -   Reality TV"
"Spain",96," Romance","Spain  -   Romance"
"Spain",20," Sci Fi","Spain  -   Sci Fi"
"Spain",12," Sport","Spain  -   Sport"
"Spain",9," Talk Show","Spain  -   Talk Show"
"Spain",61," Thriller","Spain  -   Thriller"
"Spain",5," War","Spain  -   War"
"Sri Lanka",183," Action","Sri Lanka  -   Action"
"Sri Lanka",3," Adult","Sri Lanka  -   Adult"
"Sri Lanka",72," Adventure","Sri Lanka  -   Adventure"
"Sri Lanka",25," Animation","Sri Lanka  -   Animation"
"Sri Lanka",6," Biography","Sri Lanka  -   Biography"
"Sri Lanka",175," Comedy","Sri Lanka  -   Comedy"
"Sri Lanka",135," Crime","Sri Lanka  -   Crime"
"Sri Lanka",12," Documentary","Sri Lanka  -   Documentary"
"Sri Lanka",362," Drama","Sri Lanka  -   Drama"
"Sri Lanka",24," Family","Sri Lanka  -   Family"
"Sri Lanka",31," Fantasy","Sri Lanka  -   Fantasy"
"Sri Lanka",7," Game Show","Sri Lanka  -   Game Show"
"Sri Lanka",28," Horror","Sri Lanka  -   Horror"
"Sri Lanka",76," Mystery","Sri Lanka  -   Mystery"
"Sri Lanka",2," News","Sri Lanka  -   News"
"Sri Lanka",14," Reality TV","Sri Lanka  -   Reality TV"
"Sri Lanka",107," Romance","Sri Lanka  -   Romance"
"Sri Lanka",39," Sci Fi","Sri Lanka  -   Sci Fi"
"Sri Lanka",3," Short","Sri Lanka  -   Short"
"Sri Lanka",5," Sport","Sri Lanka  -   Sport"
"Sri Lanka",8," Talk Show","Sri Lanka  -   Talk Show"
"Sri Lanka",65," Thriller","Sri Lanka  -   Thriller"
"Sri Lanka",5," War","Sri Lanka  -   War"
"Sweden",186," Action","Sweden  -   Action"
"Sweden",5," Adult","Sweden  -   Adult"
"Sweden",131," Adventure","Sweden  -   Adventure"
"Sweden",55," Animation","Sweden  -   Animation"
"Sweden",18," Biography","Sweden  -   Biography"
"Sweden",168," Comedy","Sweden  -   Comedy"
"Sweden",136," Crime","Sweden  -   Crime"
"Sweden",22," Documentary","Sweden  -   Documentary"
"Sweden",337," Drama","Sweden  -   Drama"
"Sweden",24," Family","Sweden  -   Family"
"Sweden",44," Fantasy","Sweden  -   Fantasy"
"Sweden",6," Game Show","Sweden  -   Game Show"
"Sweden",8," History","Sweden  -   History"
"Sweden",27," Horror","Sweden  -   Horror"
"Sweden",6," Music","Sweden  -   Music"
"Sweden",1," Musical","Sweden  -   Musical"
"Sweden",54," Mystery","Sweden  -   Mystery"
"Sweden",22," Reality TV","Sweden  -   Reality TV"
"Sweden",84," Romance","Sweden  -   Romance"
"Sweden",23," Sci Fi","Sweden  -   Sci Fi"
"Sweden",2," Short","Sweden  -   Short"
"Sweden",11," Sport","Sweden  -   Sport"
"Sweden",8," Talk Show","Sweden  -   Talk Show"
"Sweden",62," Thriller","Sweden  -   Thriller"
"Sweden",11," War","Sweden  -   War"
"Sweden",1," Western","Sweden  -   Western"
"Switzerland",182," Action","Switzerland  -   Action"
"Switzerland",11," Adult","Switzerland  -   Adult"
"Switzerland",134," Adventure","Switzerland  -   Adventure"
"Switzerland",31," Animation","Switzerland  -   Animation"
"Switzerland",13," Biography","Switzerland  -   Biography"
"Switzerland",182," Comedy","Switzerland  -   Comedy"
"Switzerland",146," Crime","Switzerland  -   Crime"
"Switzerland",21," Documentary","Switzerland  -   Documentary"
"Switzerland",325," Drama","Switzerland  -   Drama"
"Switzerland",42," Family","Switzerland  -   Family"
"Switzerland",54," Fantasy","Switzerland  -   Fantasy"
"Switzerland",5," Game Show","Switzerland  -   Game Show"
"Switzerland",2," History","Switzerland  -   History"
"Switzerland",38," Horror","Switzerland  -   Horror"
"Switzerland",7," Music","Switzerland  -   Music"
"Switzerland",55," Mystery","Switzerland  -   Mystery"
"Switzerland",18," Reality TV","Switzerland  -   Reality TV"
"Switzerland",83," Romance","Switzerland  -   Romance"
"Switzerland",23," Sci Fi","Switzerland  -   Sci Fi"
"Switzerland",2," Short","Switzerland  -   Short"
"Switzerland",14," Sport","Switzerland  -   Sport"
"Switzerland",11," Talk Show","Switzerland  -   Talk Show"
"Switzerland",64," Thriller","Switzerland  -   Thriller"
"Switzerland",4," War","Switzerland  -   War"
"Taiwan",202," Action","Taiwan  -   Action"
"Taiwan",3," Adult","Taiwan  -   Adult"
"Taiwan",98," Adventure","Taiwan  -   Adventure"
"Taiwan",32," Animation","Taiwan  -   Animation"
"Taiwan",12," Biography","Taiwan  -   Biography"
"Taiwan",158," Comedy","Taiwan  -   Comedy"
"Taiwan",98," Crime","Taiwan  -   Crime"
"Taiwan",9," Documentary","Taiwan  -   Documentary"
"Taiwan",363," Drama","Taiwan  -   Drama"
"Taiwan",14," Family","Taiwan  -   Family"
"Taiwan",36," Fantasy","Taiwan  -   Fantasy"
"Taiwan",1," Game Show","Taiwan  -   Game Show"
"Taiwan",4," History","Taiwan  -   History"
"Taiwan",33," Horror","Taiwan  -   Horror"
"Taiwan",3," Music","Taiwan  -   Music"
"Taiwan",77," Mystery","Taiwan  -   Mystery"
"Taiwan",1," Reality TV","Taiwan  -   Reality TV"
"Taiwan",170," Romance","Taiwan  -   Romance"
"Taiwan",52," Sci Fi","Taiwan  -   Sci Fi"
"Taiwan",2," Short","Taiwan  -   Short"
"Taiwan",12," Sport","Taiwan  -   Sport"
"Taiwan",3," Talk Show","Taiwan  -   Talk Show"
"Taiwan",64," Thriller","Taiwan  -   Thriller"
"Taiwan",3," War","Taiwan  -   War"
"Thailand",250," Action","Thailand  -   Action"
"Thailand",2," Adult","Thailand  -   Adult"
"Thailand",152," Adventure","Thailand  -   Adventure"
"Thailand",48," Animation","Thailand  -   Animation"
"Thailand",5," Biography","Thailand  -   Biography"
"Thailand",182," Comedy","Thailand  -   Comedy"
"Thailand",100," Crime","Thailand  -   Crime"
"Thailand",5," Documentary","Thailand  -   Documentary"
"Thailand",295," Drama","Thailand  -   Drama"
"Thailand",15," Family","Thailand  -   Family"
"Thailand",47," Fantasy","Thailand  -   Fantasy"
"Thailand",14," History","Thailand  -   History"
"Thailand",40," Horror","Thailand  -   Horror"
"Thailand",5," Music","Thailand  -   Music"
"Thailand",61," Mystery","Thailand  -   Mystery"
"Thailand",143," Romance","Thailand  -   Romance"
"Thailand",53," Sci Fi","Thailand  -   Sci Fi"
"Thailand",2," Short","Thailand  -   Short"
"Thailand",1," Sport","Thailand  -   Sport"
"Thailand",1," Talk Show","Thailand  -   Talk Show"
"Thailand",81," Thriller","Thailand  -   Thriller"
"Thailand",3," War","Thailand  -   War"
"Thailand",2," Western","Thailand  -   Western"
"Trinidad and Tobago",186," Action","Trinidad and Tobago  -   Action"
"Trinidad and Tobago",6," Adult","Trinidad and Tobago  -   Adult"
"Trinidad and Tobago",112," Adventure","Trinidad and Tobago  -   Adventure"
"Trinidad and Tobago",59," Animation","Trinidad and Tobago  -   Animation"
"Trinidad and Tobago",9," Biography","Trinidad and Tobago  -   Biography"
"Trinidad and Tobago",162," Comedy","Trinidad and Tobago  -   Comedy"
"Trinidad and Tobago",126," Crime","Trinidad and Tobago  -   Crime"
"Trinidad and Tobago",14," Documentary","Trinidad and Tobago  -   Documentary"
"Trinidad and Tobago",289," Drama","Trinidad and Tobago  -   Drama"
"Trinidad and Tobago",25," Family","Trinidad and Tobago  -   Family"
"Trinidad and Tobago",36," Fantasy","Trinidad and Tobago  -   Fantasy"
"Trinidad and Tobago",7," Game Show","Trinidad and Tobago  -   Game Show"
"Trinidad and Tobago",2," History","Trinidad and Tobago  -   History"
"Trinidad and Tobago",31," Horror","Trinidad and Tobago  -   Horror"
"Trinidad and Tobago",4," Music","Trinidad and Tobago  -   Music"
"Trinidad and Tobago",53," Mystery","Trinidad and Tobago  -   Mystery"
"Trinidad and Tobago",20," Reality TV","Trinidad and Tobago  -   Reality TV"
"Trinidad and Tobago",90," Romance","Trinidad and Tobago  -   Romance"
"Trinidad and Tobago",22," Sci Fi","Trinidad and Tobago  -   Sci Fi"
"Trinidad and Tobago",3," Short","Trinidad and Tobago  -   Short"
"Trinidad and Tobago",7," Sport","Trinidad and Tobago  -   Sport"
"Trinidad and Tobago",10," Talk Show","Trinidad and Tobago  -   Talk Show"
"Trinidad and Tobago",101," Thriller","Trinidad and Tobago  -   Thriller"
"Trinidad and Tobago",5," War","Trinidad and Tobago  -   War"
"Trinidad and Tobago",1," Western","Trinidad and Tobago  -   Western"
"Turkey",214," Action","Turkey  -   Action"
"Turkey",4," Adult","Turkey  -   Adult"
"Turkey",119," Adventure","Turkey  -   Adventure"
"Turkey",30," Animation","Turkey  -   Animation"
"Turkey",11," Biography","Turkey  -   Biography"
"Turkey",172," Comedy","Turkey  -   Comedy"
"Turkey",147," Crime","Turkey  -   Crime"
"Turkey",15," Documentary","Turkey  -   Documentary"
"Turkey",359," Drama","Turkey  -   Drama"
"Turkey",25," Family","Turkey  -   Family"
"Turkey",57," Fantasy","Turkey  -   Fantasy"
"Turkey",3," Game Show","Turkey  -   Game Show"
"Turkey",1," History","Turkey  -   History"
"Turkey",48," Horror","Turkey  -   Horror"
"Turkey",1," Music","Turkey  -   Music"
"Turkey",1," Musical","Turkey  -   Musical"
"Turkey",54," Mystery","Turkey  -   Mystery"
"Turkey",2," News","Turkey  -   News"
"Turkey",14," Reality TV","Turkey  -   Reality TV"
"Turkey",76," Romance","Turkey  -   Romance"
"Turkey",30," Sci Fi","Turkey  -   Sci Fi"
"Turkey",6," Sport","Turkey  -   Sport"
"Turkey",14," Talk Show","Turkey  -   Talk Show"
"Turkey",76," Thriller","Turkey  -   Thriller"
"Turkey",5," War","Turkey  -   War"
"Ukraine",218," Action","Ukraine  -   Action"
"Ukraine",8," Adult","Ukraine  -   Adult"
"Ukraine",142," Adventure","Ukraine  -   Adventure"
"Ukraine",60," Animation","Ukraine  -   Animation"
"Ukraine",7," Biography","Ukraine  -   Biography"
"Ukraine",194," Comedy","Ukraine  -   Comedy"
"Ukraine",160," Crime","Ukraine  -   Crime"
"Ukraine",13," Documentary","Ukraine  -   Documentary"
"Ukraine",320," Drama","Ukraine  -   Drama"
"Ukraine",30," Family","Ukraine  -   Family"
"Ukraine",32," Fantasy","Ukraine  -   Fantasy"
"Ukraine",2," Game Show","Ukraine  -   Game Show"
"Ukraine",29," Horror","Ukraine  -   Horror"
"Ukraine",3," Music","Ukraine  -   Music"
"Ukraine",1," Musical","Ukraine  -   Musical"
"Ukraine",43," Mystery","Ukraine  -   Mystery"
"Ukraine",8," Reality TV","Ukraine  -   Reality TV"
"Ukraine",65," Romance","Ukraine  -   Romance"
"Ukraine",24," Sci Fi","Ukraine  -   Sci Fi"
"Ukraine",2," Short","Ukraine  -   Short"
"Ukraine",9," Sport","Ukraine  -   Sport"
"Ukraine",14," Talk Show","Ukraine  -   Talk Show"
"Ukraine",70," Thriller","Ukraine  -   Thriller"
"Ukraine",2," War","Ukraine  -   War"
"United Arab Emirates",199," Action","United Arab Emirates  -   Action"
"United Arab Emirates",3," Adult","United Arab Emirates  -   Adult"
"United Arab Emirates",115," Adventure","United Arab Emirates  -   Adventure"
"United Arab Emirates",38," Animation","United Arab Emirates  -   Animation"
"United Arab Emirates",19," Biography","United Arab Emirates  -   Biography"
"United Arab Emirates",164," Comedy","United Arab Emirates  -   Comedy"
"United Arab Emirates",126," Crime","United Arab Emirates  -   Crime"
"United Arab Emirates",16," Documentary","United Arab Emirates  -   Documentary"
"United Arab Emirates",340," Drama","United Arab Emirates  -   Drama"
"United Arab Emirates",18," Family","United Arab Emirates  -   Family"
"United Arab Emirates",43," Fantasy","United Arab Emirates  -   Fantasy"
"United Arab Emirates",11," Game Show","United Arab Emirates  -   Game Show"
"United Arab Emirates",4," History","United Arab Emirates  -   History"
"United Arab Emirates",35," Horror","United Arab Emirates  -   Horror"
"United Arab Emirates",1," Music","United Arab Emirates  -   Music"
"United Arab Emirates",1," Musical","United Arab Emirates  -   Musical"
"United Arab Emirates",48," Mystery","United Arab Emirates  -   Mystery"
"United Arab Emirates",24," Reality TV","United Arab Emirates  -   Reality TV"
"United Arab Emirates",113," Romance","United Arab Emirates  -   Romance"
"United Arab Emirates",25," Sci Fi","United Arab Emirates  -   Sci Fi"
"United Arab Emirates",3," Short","United Arab Emirates  -   Short"
"United Arab Emirates",7," Sport","United Arab Emirates  -   Sport"
"United Arab Emirates",9," Talk Show","United Arab Emirates  -   Talk Show"
"United Arab Emirates",75," Thriller","United Arab Emirates  -   Thriller"
"United Arab Emirates",5," War","United Arab Emirates  -   War"
"United Kingdom",171," Action","United Kingdom  -   Action"
"United Kingdom",8," Adult","United Kingdom  -   Adult"
"United Kingdom",140," Adventure","United Kingdom  -   Adventure"
"United Kingdom",63," Animation","United Kingdom  -   Animation"
"United Kingdom",17," Biography","United Kingdom  -   Biography"
"United Kingdom",211," Comedy","United Kingdom  -   Comedy"
"United Kingdom",103," Crime","United Kingdom  -   Crime"
"United Kingdom",28," Documentary","United Kingdom  -   Documentary"
"United Kingdom",273," Drama","United Kingdom  -   Drama"
"United Kingdom",30," Family","United Kingdom  -   Family"
"United Kingdom",39," Fantasy","United Kingdom  -   Fantasy"
"United Kingdom",5," Game Show","United Kingdom  -   Game Show"
"United Kingdom",3," History","United Kingdom  -   History"
"United Kingdom",31," Horror","United Kingdom  -   Horror"
"United Kingdom",3," Music","United Kingdom  -   Music"
"United Kingdom",3," Musical","United Kingdom  -   Musical"
"United Kingdom",38," Mystery","United Kingdom  -   Mystery"
"United Kingdom",1," News","United Kingdom  -   News"
"United Kingdom",29," Reality TV","United Kingdom  -   Reality TV"
"United Kingdom",85," Romance","United Kingdom  -   Romance"
"United Kingdom",32," Sci Fi","United Kingdom  -   Sci Fi"
"United Kingdom",7," Short","United Kingdom  -   Short"
"United Kingdom",11," Sport","United Kingdom  -   Sport"
"United Kingdom",8," Talk Show","United Kingdom  -   Talk Show"
"United Kingdom",65," Thriller","United Kingdom  -   Thriller"
"United Kingdom",5," War","United Kingdom  -   War"
"United Kingdom",2," Western","United Kingdom  -   Western"
"United States",147," Action","United States  -   Action"
"United States",6," Adult","United States  -   Adult"
"United States",108," Adventure","United States  -   Adventure"
"United States",46," Animation","United States  -   Animation"
"United States",4," Biography","United States  -   Biography"
"United States",159," Comedy","United States  -   Comedy"
"United States",103," Crime","United States  -   Crime"
"United States",17," Documentary","United States  -   Documentary"
"United States",285," Drama","United States  -   Drama"
"United States",39," Family","United States  -   Family"
"United States",30," Fantasy","United States  -   Fantasy"
"United States",6," Game Show","United States  -   Game Show"
"United States",5," History","United States  -   History"
"United States",35," Horror","United States  -   Horror"
"United States",11," Music","United States  -   Music"
"United States",52," Mystery","United States  -   Mystery"
"United States",28," Reality TV","United States  -   Reality TV"
"United States",63," Romance","United States  -   Romance"
"United States",29," Sci Fi","United States  -   Sci Fi"
"United States",3," Short","United States  -   Short"
"United States",25," Sport","United States  -   Sport"
"United States",10," Talk Show","United States  -   Talk Show"
"United States",56," Thriller","United States  -   Thriller"
"United States",3," War","United States  -   War"
"United States",3," Western","United States  -   Western"
"Uruguay",142," Action","Uruguay  -   Action"
"Uruguay",3," Adult","Uruguay  -   Adult"
"Uruguay",109," Adventure","Uruguay  -   Adventure"
"Uruguay",51," Animation","Uruguay  -   Animation"
"Uruguay",13," Biography","Uruguay  -   Biography"
